id,county,constituency_code,constituency,constituency_name,office_location,landmark,distance_from_landmark,clean_office_location,direction_type,direction_landmark,direction_distance,landmark_type,landmark_subtype,geocode_queries,geocode_query,latitude,longitude,geocode_method,geocode_confidence,accuracy_meters,formatted_address,successful_geocode_query,total_queries_tried,geocode_status,source,verified,notes,result_type,importance_score,geom,created_at,updated_at,verified_latitude,verified_longitude,verified_at,verifier_id,verification_source,contributor_image_url,confidence_score,created_from_contribution_id,image_url,submission_source,submission_method,verified_by,linked_contribution_ids,elevation_meters,isochrone_15min,isochrone_30min,isochrone_45min,landmark_normalized,landmark_source,walking_effort,geocode_verified,geocode_verified_at,multi_source_confidence
258,MIGORI,258,NYATIKE,NYATIKE,Macalda Town,County Government Office Macalda,50,Macalda,,,,Building,,"[""Macalda Town opposite County Government Office Macalda, NYATIKE, MIGORI, Kenya"", ""County Government Office Macalda, NYATIKE, MIGORI, Kenya"", ""IEBC NYATIKE office, MIGORI, Kenya"", ""Macalda Town, NYATIKE, MIGORI, Kenya"", ""NYATIKE IEBC office, MIGORI County, Kenya"", ""NYATIKE Town, MIGORI, Kenya""]","County Government Office Macalda, NYATIKE, MIGORI, Kenya",-0.9333,34.1333,county_center_offset,0.355555555555556,500,"Uasin Gishu County Commissioner's Office,Oloo Street,Eldoret,30100,Kenya","County Government Office Macalda, NYATIKE, MIGORI, Kenya",6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched NYATIKE to NYATIKE (Score 100).,single_source,0.355555555555556,0101000020E6100000454772F90F114140E86A2BF697DDEDBF,2026-02-27 00:02:47.214377+00,2026-03-12 17:02:58.907564+00,,,,,,,35,,,,,,,,,,,County Government Office Macalda,PDF,moderate,false,,0.355555555555556
99,NYERI,99,NYERI TOWN,NYERI TOWN,DCC Offices Grounds,Huduma Centre,50,Kiganjo Town Road,off,Huduma Centre,,area,,"[""NYERI TOWN IEBC office NYERI county Kenya"", ""DCC Offices Grounds, NYERI TOWN, NYERI County, Kenya"", ""DCC Offices Grounds near Huduma Centre, NYERI County, Kenya""]",NYERI TOWN IEBC office NYERI county Kenya,-0.4246,36.951,multi_source_crossvalidated,0.82,500,County Council Offices of Nyeri,NYERI TOWN IEBC office NYERI county Kenya,3,resolved,multi_source_v8_ham,true,Consensus from 3 sources: geocode_xyz. Spread: 0.00km,cross_validated,0.78,0101000020E61000007D3F355EBA794240226C787AA52CDBBF,2026-02-26 23:49:14.231893+00,2026-03-13 02:19:12.300891+00,,,,,,,82,,,nasaka_resolver_v8,ai_pipeline_v8,,,,,,,Huduma Centre,PDF,moderate,true,2026-03-13 01:58:08.486155+00,0.82
92,NYANDARUA,92,OL JOROK,OL JOROK,Nyandarua West Subcounty Headquaters,Nyandarua West Subcounty HQ,,Nyandarua West Subcounty Headquaters,,,,Building,,"[""Nyandarua West Subcounty Headquaters opposite Nyandarua West Subcounty HQ, OL JOROK, NYANDARUA, Kenya"", ""Nyandarua West Subcounty HQ, OL JOROK, NYANDARUA, Kenya"", ""IEBC OL JOROK office, NYANDARUA, Kenya"", ""Nyandarua West Subcounty Headquaters, OL JOROK, NYANDARUA, Kenya"", ""OL JOROK IEBC office, NYANDARUA County, Kenya"", ""OL JOROK Town, NYANDARUA, Kenya""]","IEBC OL JOROK office, NYANDARUA, Kenya",-0.274915,36.377233,locationiq,0.376923076923077,500,"Nyandarua Governors Office Olkalou,Gilgil-Nyahururu,Ol Kalou,Central Kenya","IEBC OL JOROK office, NYANDARUA, Kenya",6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched OL JOROK to OL JOROK (Score 100).,single_source,0.376923076923077,0101000020E610000069FCC22B4930424080828B153598D1BF,2026-02-26 23:49:04.76432+00,2026-03-12 17:44:24.988865+00,,,,,,,37,,,,,,,,,,,Nyandarua West Subcounty Hq,PDF,moderate,false,,0.376923076923077
91,NYANDARUA,91,OL KALOU,OL KALOU,IEBC County Headqauters,Posta Building Ol Kalou,,County Headqauters,,,,Building,,"[""IEBC County Headqauters opposite Posta Building Ol Kalou, OL KALOU, NYANDARUA, Kenya"", ""Posta Building Ol Kalou, OL KALOU, NYANDARUA, Kenya"", ""IEBC OL KALOU office, NYANDARUA, Kenya"", ""IEBC County Headqauters, OL KALOU, NYANDARUA, Kenya"", ""OL KALOU IEBC office, NYANDARUA County, Kenya"", ""OL KALOU Town, NYANDARUA, Kenya""]","IEBC County Headqauters opposite Posta Building Ol Kalou on the main road, OL KALOU, NYANDARUA, Kenya",-0.17432,36.39028,provider_refined:locationiq,0.366666666666667,500,"E.M.B(Engineering Main Building),Juja,Jkuat Avenue Road,Kiambu County,Central Kenya","IEBC County Headqauters opposite Posta Building Ol Kalou on the main road, OL KALOU, NYANDARUA, Kenya",6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched OL KALOU to OL KALOU (Score 100).,single_source,0.366666666666667,0101000020E61000003524EEB1F4314240C7F484251E50C6BF,2026-02-27 00:02:59.164711+00,2026-03-12 17:15:32.777433+00,,,,,,,36,,,,,,,,,,,Posta Building Ol Kalou,PDF,moderate,false,,0.366666666666667
97,NYERI,97,OTHAYA,OTHAYA,DCC Offices Grounds,DCC Office,,Offices Grounds,,,,Building,,"[""DCC Offices Grounds opposite DCC Office, OTHAYA, NYERI, Kenya"", ""DCC Office, OTHAYA, NYERI, Kenya"", ""IEBC OTHAYA office, NYERI, Kenya"", ""DCC Offices Grounds, OTHAYA, NYERI, Kenya"", ""OTHAYA IEBC office, NYERI County, Kenya"", ""OTHAYA Town, NYERI, Kenya""]","DCC Office, OTHAYA, NYERI, Kenya",-0.5367,36.9544,county_center_offset,0.358823529411765,500,"Solio Ranch,Nyeri-Nyahururu Road,Laikipia,Lamuria,Kenya","DCC Office, OTHAYA, NYERI, Kenya",6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched OTHAYA to OTHAYA (Score 100).,single_source,0.358823529411765,0101000020E6100000B5A679C7297A4240226C787AA52CE1BF,2026-02-27 00:02:00.410068+00,2026-03-12 17:33:41.582522+00,,,,,,,35,,,,,,,,,,,Dcc Office,PDF,moderate,false,,0.358823529411765
132,WEST POKOT,132,POKOT SOUTH,POKOT SOUTH,St Marks Development Centre,DCC Offices,200,St Marks Development,off,DCC Offices,,government,,"[""POKOT SOUTH IEBC office WEST POKOT county Kenya""]",POKOT SOUTH IEBC office WEST POKOT county Kenya,1.241691,35.1180545333333,multi_source_crossvalidated,0.82,500,County Government of West Pokot Treasury Office,POKOT SOUTH IEBC office WEST POKOT county Kenya,1,resolved,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched POKOT SOUTH to POKOT SOUTH (Score 100).,multi_source_consensus,,0101000020E6100000D6E733691C8F4140F3CCCB61F7DDF33F,2026-02-26 23:50:05.627878+00,2026-03-13 02:31:54.457986+00,,,,,,,82,,,,,,,,,,,Dcc Offices,PDF,moderate,true,2026-03-13 02:31:54.186017+00,0.82
14,KILIFI,14,RABAI,RABAI,Shikaadabu,CDF Office / Shikaadabu Dispensary,500,Shikaadabu,,,,Building,,"[""Shikaadabu opposite CDF Office / Shikaadabu Dispensary, RABAI, KILIFI, Kenya"", ""CDF Office / Shikaadabu Dispensary, RABAI, KILIFI, Kenya"", ""IEBC RABAI office, KILIFI, Kenya"", ""Shikaadabu, RABAI, KILIFI, Kenya"", ""RABAI IEBC office, KILIFI County, Kenya"", ""RABAI Town, KILIFI, Kenya""]",,-3.91667,39.554507,provider_refined:locationiq,0.6,500,"Rabai Power Plant, Kilifi, Coast, Kenya",,6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched RABAI to RABAI (Score 100).,,,0101000020E61000009833DB15FAC6434068CBB91457550FC0,2026-02-26 23:47:15.301683+00,2026-03-12 18:39:03.408816+00,,,,,,,,,,,,,,,,,,Cdf Office / Shikaadabu Dispensary,PDF,moderate,false,,
248,HOMA BAY,248,RANGWE,RANGWE,Within New Rangwe DCC's Complex aLong Oyugis -,Rangwe Dispensary,,Within New Rangwe 's Complex aLong Oyugis -,along,,,Building,,"[""Within New Rangwe DCC's Complex aLong Oyugis - opposite Rangwe Dispensary, RANGWE, HOMA BAY, Kenya"", ""Rangwe Dispensary, RANGWE, HOMA BAY, Kenya"", ""IEBC RANGWE office, HOMA BAY, Kenya"", ""Within New Rangwe DCC's Complex aLong Oyugis -, RANGWE, HOMA BAY, Kenya"", ""RANGWE IEBC office, HOMA BAY County, Kenya"", ""RANGWE Town, HOMA BAY, Kenya""]","RANGWE Town, HOMA BAY, Kenya",-0.5167,34.5833,multi_source_consensus,0.216013500343328,500,"Homa-Bay-Rangwe Road, Homa Bay East ward, Homa Bay Town, Homa Bay, Kenya","RANGWE Town, HOMA BAY, Kenya",6,low_confidence,multi_source_v8_ham,true,GOHAM Atomic Sync. Matched RANGWE to RANGWE (Score 100).,single_source,0.216013500343328,0101000020E6100000DFE00B93A94A41407FFB3A70CE88E0BF,2026-02-26 23:53:17.372573+00,2026-03-13 02:19:03.993891+00,,,,,,,21,,,,,,,,,,,Homa-Bay-Rangwe Road,API,moderate,true,2026-03-12 02:44:34.87969+00,0.216013500343328
237,SIAYA,237,RARIEDA,RARIEDA,Kalandini Market Centre - Within,Kalandini Market,100,Kalandini Market - Within,,,,Building,,"[""Kalandini Market Centre - Within opposite Kalandini Market, RARIEDA, SIAYA, Kenya"", ""Kalandini Market, RARIEDA, SIAYA, Kenya"", ""IEBC RARIEDA office, SIAYA, Kenya"", ""Kalandini Market Centre - Within, RARIEDA, SIAYA, Kenya"", ""RARIEDA IEBC office, SIAYA County, Kenya"", ""RARIEDA Town, SIAYA, Kenya""]",,-0.200821,34.3386,county_center_offset,0.3,500,Siaya County Center,,6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched RARIEDA to RARIEDA (Score 100).,,,0101000020E61000007A36AB3E572B414053CDACA580B4C9BF,2026-02-26 23:52:52.808857+00,2026-03-12 20:23:30.367405+00,,,,,,,,,,,,,,,,,,Kalandini Market,PDF,moderate,false,,
173,NAKURU,173,RONGAI,RONGAI,IEBC Kampi ya moto behind DC office.,Kampi Ya Moto Trading Centre,100,Nairobi-Nakuru Road,behind,Kampi Ya Moto Trading Centre,,area,,"[""RONGAI IEBC office NAKURU county Kenya"", ""IEBC Kampi ya moto behind DC office., RONGAI, NAKURU County, Kenya"", ""IEBC Kampi ya moto behind DC office. near Kampi Ya Moto Trading Centre, NAKURU County, Kenya""]",RONGAI IEBC office NAKURU county Kenya,-0.02641,35.95849,multi_source_crossvalidated,0.82,500,Deputy County Commissioner Office,RONGAI IEBC office NAKURU county Kenya,3,resolved,multi_source_v8_ham,true,Consensus from 2 sources: geocode_xyz. Spread: 0.00km,cross_validated,0.78,0101000020E610000082C5E1CCAFFA4140B3412619390B9BBF,2026-02-27 00:02:24.649057+00,2026-03-14 08:14:45.972786+00,,,,,,,82,,,nasaka_resolver_v8,ai_pipeline_v8,,,,,,,Kampi Ya Moto Trading Centre,PDF,moderate,true,2026-03-14 08:14:45.652694+00,0.82
253,MIGORI,253,RONGO,RONGO,Rongo Town,DCC Office Rongo Sub County,,Rongo,,,,Building,,"[""Rongo Town opposite DCC Office Rongo Sub County, RONGO, MIGORI, Kenya"", ""DCC Office Rongo Sub County, RONGO, MIGORI, Kenya"", ""IEBC RONGO office, MIGORI, Kenya"", ""Rongo Town, RONGO, MIGORI, Kenya"", ""RONGO IEBC office, MIGORI County, Kenya"", ""RONGO Town, MIGORI, Kenya""]",,-0.8,34.5833,multi_source_consensus,0.61927466393,500,"Rongo, Nyanza",,6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched RONGO to RONGO (Score 100).,,,0101000020E6100000DFE00B93A94A41409A9999999999E9BF,2026-02-26 23:53:24.589912+00,2026-03-13 02:19:08.076822+00,,,,,,,,,,,,,,,,,,Dcc Office Rongo Sub County,PDF,moderate,true,2026-03-12 02:45:18.21762+00,0.78
279,NAIROBI,279,ROYSAMBU,ROYSAMBU,Kahawa West Acc's Office/Police Station,ACC's Office / Police Station,0,Kahawa West Acc's /,at,ACC's Office / Police Station,,office,,"[""ROYSAMBU IEBC office NAIROBI county Kenya"", ""Kahawa West Acc's Office/Police Station, ROYSAMBU, NAIROBI County, Kenya"", ""Kahawa West Acc's Office/Police Station ACC's Office / Police Station, NAIROBI County, Kenya"", ""ACC's Office / Police Station, ROYSAMBU, NAIROBI County, Kenya"", ""Kahawa West Acc's /Police Station, NAIROBI County, Kenya"", ""ROYSAMBU Town, NAIROBI County, Kenya""]",ROYSAMBU IEBC office NAIROBI county Kenya,-1.1696,36.8745,multi_source_crossvalidated_v8,0.84,500,Roysambu,ROYSAMBU IEBC office NAIROBI county Kenya,6,verified_accurate,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched ROYSAMBU to ROYSAMBU (Score 100).,single_source,0.55,0101000020E61000000E2DB29DEF6F4240F46C567DAEB6F2BF,2026-02-26 23:54:18.090444+00,2026-03-13 02:19:09.843461+00,,,,,,,84,,,,,,,,,,,Acc'S Office / Police Station,PDF,moderate,true,2026-03-12 02:49:01.962484+00,0.84
281,NAIROBI,281,RUARAKA,RUARAKA,Matigari General Merchants,Lexx Place Hotel,450,Matigari General Merchants,at,Lexx Place Hotel,,hotel,,"[""RUARAKA IEBC office NAIROBI county Kenya"", ""Matigari General Merchants, RUARAKA, NAIROBI County, Kenya"", ""Matigari General Merchants near Lexx Place Hotel, NAIROBI County, Kenya"", ""Matigari General Merchants at Lexx Place Hotel, NAIROBI County, Kenya"", ""Lexx Place Hotel, RUARAKA, NAIROBI County, Kenya"", ""Matigari General Merchants, NAIROBI County, Kenya"", ""RUARAKA Town, NAIROBI County, Kenya""]","RUARAKA Town, NAIROBI County, Kenya",-1.2367,36.8766,multi_source_crossvalidated_v8,0.58,500,Ruaraka,"RUARAKA Town, NAIROBI County, Kenya",7,verified_accurate,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched RUARAKA to RUARAKA (Score 100).,single_source,0.464043502403296,0101000020E610000039D6C56D3470424044696FF085C9F3BF,2026-02-26 22:50:50.523264+00,2026-03-12 23:08:37.226559+00,,,,,,,57,,,,,,,,,,,Lexx Place Hotel,PDF,moderate,false,,0.58
115,KIAMBU,115,RUIRU,RUIRU,Ruiru Law Courts,Ruiru Law Courts,20,Ruiru Law Courts,,,,Building,,"[""Ruiru Law Courts opposite Ruiru Law Courts, RUIRU, KIAMBU, Kenya"", ""Ruiru Law Courts, RUIRU, KIAMBU, Kenya"", ""IEBC RUIRU office, KIAMBU, Kenya"", ""Ruiru Law Courts, RUIRU, KIAMBU, Kenya"", ""RUIRU IEBC office, KIAMBU County, Kenya"", ""RUIRU Town, KIAMBU, Kenya""]",,-1.1407731,36.9551568,tomtom,0.61991062164,500,"Ruiru, Central",,6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched RUIRU to RUIRU (Score 100).,,,0101000020E6100000A846F993427A42402E814A4B9B40F2BF,2026-02-27 00:02:11.755526+00,2026-03-12 20:13:09.9568+00,,,,,,,,,,,,,,,,,,Ruiru Law Courts,PDF,moderate,false,,
64,EMBU,64,RUNYENJES,RUNYENJES,"Embu East DCC Bulding, 1st Floor","DCC Offices, Embu East",10,"Embu East Bulding, 1st Floor",,,,Building,,"[""Embu East DCC Bulding, 1st Floor opposite DCC Offices, Embu East, RUNYENJES, EMBU, Kenya"", ""DCC Offices, Embu East, RUNYENJES, EMBU, Kenya"", ""IEBC RUNYENJES office, EMBU, Kenya"", ""Embu East DCC Bulding, 1st Floor, RUNYENJES, EMBU, Kenya"", ""RUNYENJES IEBC office, EMBU County, Kenya"", ""RUNYENJES Town, EMBU, Kenya""]","Embu East DCC Bulding, 1st Floor opposite DCC Offices, Embu East on the main road, RUNYENJES, EMBU, Kenya",-0.42304,37.57052,county_center_offset,0.55,500,"U.S. Coast Guard Director of Operational Logistics, ,East Main St,Norfolk,Virginia,23510,United States Of America","Embu East DCC Bulding, 1st Floor opposite DCC Offices, Embu East on the main road, RUNYENJES, EMBU, Kenya",6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched RUNYENJES to RUNYENJES (Score 100).,single_source,0.55,0101000020E610000062DBA2CC06C94240FB96395D1613DBBF,2026-02-27 00:01:50.317699+00,2026-03-12 18:27:52.68792+00,,,,,,,55,,,,,,,,,,,"Dcc Offices, Embu East",PDF,moderate,false,,0.55
212,VIHIGA,212,SABATIA,SABATIA,DCC Compound,Sabatia Eye Hospital,600,Vihiga-Maragoli Road,at,Sabatia Eye Hospital,,hospital,,"[""SABATIA IEBC office VIHIGA county Kenya"", ""DCC Compound, SABATIA, VIHIGA County, Kenya"", ""DCC Compound near Sabatia Eye Hospital, VIHIGA County, Kenya""]",SABATIA IEBC office VIHIGA county Kenya,0.118168,34.7330125,multi_source_crossvalidated,0.82,500,Chavakali Post Office,SABATIA IEBC office VIHIGA county Kenya,3,resolved,multi_source_v8_ham,true,Consensus from 3 sources: geocode_xyz. Spread: 0.00km,cross_validated,0.78,0101000020E61000009487855AD35D4140CC086F0F4240BE3F,2026-02-26 23:52:21.073466+00,2026-03-13 02:04:11.752583+00,,,,,,,82,,,nasaka_resolver_v8,ai_pipeline_v8,,,,,,,Sabatia Eye Hospital,PDF,moderate,true,2026-03-13 02:04:11.506327+00,0.82
138,TRANS NZOIA,138,SABOTI,SABOTI,Maendeleo ya wanawake building Old Ambwere Plaza,Old Ambwere Plaza,,Maendeleo ya wanawake Old Ambwere Plaza,,,,Building,,"[""Maendeleo ya wanawake building Old Ambwere Plaza opposite Old Ambwere Plaza, SABOTI, TRANS NZOIA, Kenya"", ""Old Ambwere Plaza, SABOTI, TRANS NZOIA, Kenya"", ""IEBC SABOTI office, TRANS NZOIA, Kenya"", ""Maendeleo ya wanawake building Old Ambwere Plaza, SABOTI, TRANS NZOIA, Kenya"", ""SABOTI IEBC office, TRANS NZOIA County, Kenya"", ""SABOTI Town, TRANS NZOIA, Kenya""]",,0.93333,39.83333,provider_refined:locationiq,0.6,500,"Ambwere Plaza, Trans Nzoia, Rift Valley, Kenya",,6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched SABOTI to SABOTI (Score 100).,,,0101000020E61000004963B48EAAEA434092054CE0D6DDED3F,2026-02-26 23:50:17.437184+00,2026-03-12 18:50:10.744781+00,,,,,,,,,,,,,,,,,,Old Ambwere Plaza,PDF,moderate,false,,
47,MARSABIT,47,SAKU,SAKU,"ACK Saku Offices Building,",St. Peter Cathedral,,"ACK Saku Offices ,",,,,Building,,"[""ACK Saku Offices Building, opposite St. Peter Cathedral, SAKU, MARSABIT, Kenya"", ""St. Peter Cathedral, SAKU, MARSABIT, Kenya"", ""IEBC SAKU office, MARSABIT, Kenya"", ""ACK Saku Offices Building,, SAKU, MARSABIT, Kenya"", ""SAKU IEBC office, MARSABIT County, Kenya"", ""SAKU Town, MARSABIT, Kenya""]",,2.32971,37.98822,multi_source_consensus,0.7,500,"Enhanced: Saku, Marsabit",,6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched SAKU to SAKU (Score 100).,,,0101000020E610000066A032FE7DFE4240335019FF3EA30240,2026-02-26 23:48:00.861551+00,2026-03-12 19:23:29.645395+00,,,,,,,,,,,,,,,,,,St. Peter Cathedral,PDF,moderate,true,2026-03-12 02:15:37.990676+00,0.78
135,SAMBURU,135,SAMBURU EAST,SAMBURU EAST,Wambaa Town,Wamba Parish,0,Wambaa,,,,Building,,"[""Wambaa Town opposite Wamba Parish, SAMBURU EAST, SAMBURU, Kenya"", ""Wamba Parish, SAMBURU EAST, SAMBURU, Kenya"", ""IEBC SAMBURU EAST office, SAMBURU, Kenya"", ""Wambaa Town, SAMBURU EAST, SAMBURU, Kenya"", ""SAMBURU EAST IEBC office, SAMBURU County, Kenya"", ""SAMBURU EAST Town, SAMBURU, Kenya""]","SAMBURU EAST, SAMBURU, Kenya",1.03358,37.31021,multi_source_crossvalidated,0.78,500,"Samburu East, Samburu, Kenya","SAMBURU EAST, SAMBURU, Kenya",6,resolved,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched SAMBURU EAST to SAMBURU EAST (Score 100).,single_source,0.326416200411994,0101000020E6100000327216F6B4A742407DCB9C2E8B89F03F,2026-02-27 00:02:16.066244+00,2026-03-13 00:34:47.585501+00,,,,,,,32,,,,,,,,,,,Wamba Parish,PDF,moderate,false,,0.326416200411994
134,SAMBURU,134,SAMBURU NORTH,SAMBURU NORTH,Baragoi Town,DCC Office,0,Baragoi,off,DCC Office,,office,,"[""SAMBURU NORTH IEBC office SAMBURU county Kenya"", ""Baragoi Town, SAMBURU NORTH, SAMBURU County, Kenya"", ""Baragoi Town DCC Office, SAMBURU County, Kenya"", ""DCC Office, SAMBURU NORTH, SAMBURU County, Kenya"", ""Baragoi, SAMBURU County, Kenya"", ""SAMBURU NORTH Town, SAMBURU County, Kenya""]","Baragoi Town DCC Office, SAMBURU County, Kenya",0.86885,36.80617,multi_source_crossvalidated_v8,0.78,500,"Baragoi, El-Barta ward, Samburu North, Samburu, Kenya","Baragoi Town DCC Office, SAMBURU County, Kenya",6,resolved,multi_source_v8_ham,true,Consensus from 1 sources: geocode_xyz. Spread: 0.00km,cross_validated,0.78,0101000020E610000017821C9430674240AF25E4839ECDEB3F,2026-02-26 23:50:09.302865+00,2026-03-12 21:15:03.119387+00,,,,,,,78,,,nasaka_resolver_v8,ai_pipeline_v8,,,,,,,Baragoi,API,moderate,true,2026-03-12 21:15:02.92787+00,0.78
133,SAMBURU,133,SAMBURU WEST,SAMBURU WEST,Maralal Town,Samburu County Assembly,200,Maralal,,Samburu County Assembly,,Building,,"[""SAMBURU WEST IEBC office SAMBURU county Kenya"", ""Maralal Town, SAMBURU WEST, SAMBURU County, Kenya""]","Maralal Town, SAMBURU WEST, SAMBURU County, Kenya",1.0951037,36.6956825333333,multi_source_crossvalidated,0.82,500,Samburu County Referral Hospital,"Maralal Town, SAMBURU WEST, SAMBURU County, Kenya",2,resolved,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched SAMBURU WEST to SAMBURU WEST (Score 100).,multi_source_consensus,0.0992162004119936,0101000020E6100000558810200C59424053A813758B85F13F,2026-02-26 23:50:07.062598+00,2026-03-13 02:32:06.9495+00,,,,,,,82,,,,,,,,,,,Samburu County Assembly,PDF,moderate,true,2026-03-13 02:32:06.677208+00,0.82
241,KISUMU,241,SEME,SEME,Kombewa DCC Compound,Kombewa Sub-County Hospital,,Kombewa Compound,,,,Building,,"[""Kombewa DCC Compound opposite Kombewa Sub-County Hospital, SEME, KISUMU, Kenya"", ""Kombewa Sub-County Hospital, SEME, KISUMU, Kenya"", ""IEBC SEME office, KISUMU, Kenya"", ""Kombewa DCC Compound, SEME, KISUMU, Kenya"", ""SEME IEBC office, KISUMU County, Kenya"", ""SEME Town, KISUMU, Kenya""]",SEME IEBC office KISUMU county Kenya,-0.1199,34.75502,multi_source_crossvalidated_v8,0.78,500,Plan Kisumu Office,SEME IEBC office KISUMU county Kenya,6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched SEME to SEME (Score 100).,,,0101000020E6100000B8E9CF7EA4604140A857CA32C4B1BEBF,2026-02-26 23:52:58.096218+00,2026-03-12 20:16:03.041964+00,,,,,,,78,,,,,,,,,,,Kombewa Sub-County Hospital,PDF,moderate,true,2026-03-12 02:43:35.845758+00,0.78
209,KAKAMEGA,209,SHINYALU,SHINYALU,Shinyalu Market,St. Aquinas Teachers College,100,Shinyalu Market,,,,Building,,"[""Shinyalu Market opposite St. Aquinas Teachers College, SHINYALU, KAKAMEGA, Kenya"", ""St. Aquinas Teachers College, SHINYALU, KAKAMEGA, Kenya"", ""IEBC SHINYALU office, KAKAMEGA, Kenya"", ""Shinyalu Market, SHINYALU, KAKAMEGA, Kenya"", ""SHINYALU IEBC office, KAKAMEGA County, Kenya"", ""SHINYALU Town, KAKAMEGA, Kenya""]",,0.2167,34.7167,county_center_offset,0.3,500,Kakamega County Center,,6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched SHINYALU to SHINYALU (Score 100).,,,0101000020E610000088855AD3BC5B41409487855AD3BCCB3F,2026-02-26 23:52:17.488012+00,2026-03-12 19:30:55.939519+00,,,,,,,,,,,,,,,,,,St. Aquinas Teachers College,PDF,moderate,false,,
130,WEST POKOT,130,SIGOR,SIGOR,KVDA,KVDA Offices,0,KVDA,off,KVDA Offices,,Building,,"[""SIGOR IEBC office WEST POKOT county Kenya""]",SIGOR IEBC office WEST POKOT county Kenya,1.241691,35.1180545333333,multi_source_crossvalidated,0.82,500,County Government of West Pokot Treasury Office,SIGOR IEBC office WEST POKOT county Kenya,1,resolved,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched SIGOR to SIGOR (Score 100).,multi_source_consensus,0.44,0101000020E6100000D6E733691C8F4140F3CCCB61F7DDF33F,2026-02-26 23:50:03.205766+00,2026-03-13 02:31:43.426262+00,,,,,,,82,,,,,,,,,,,Kvda Offices,PDF,moderate,true,2026-03-13 02:31:41.682561+00,0.82
193,KERICHO,193,SIGOWET/SOIN,SIGOWET/SOIN,Soko Huru Center,Mathioyo Stadium,800,Soko Huru,,,,Building,,"[""Soko Huru Center opposite Mathioyo Stadium, SIGOWET/SOIN, KERICHO, Kenya"", ""Mathioyo Stadium, SIGOWET/SOIN, KERICHO, Kenya"", ""IEBC SIGOWET/SOIN office, KERICHO, Kenya"", ""Soko Huru Center, SIGOWET/SOIN, KERICHO, Kenya"", ""SIGOWET/SOIN IEBC office, KERICHO County, Kenya"", ""SIGOWET/SOIN Town, KERICHO, Kenya""]","Soko Huru Center near Mathioyo Stadium, SIGOWET/SOIN, KERICHO, Kenya",-0.4528,35.1517,county_center_offset,0.35,500,"Najile Center,Kajiado County,Kenya","Soko Huru Center near Mathioyo Stadium, SIGOWET/SOIN, KERICHO, Kenya",6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched SIGOWET/SOIN to SIGOWET SOIN (Score 100).,single_source,0.35,0101000020E6100000CF66D5E76A934140423EE8D9ACFADCBF,2026-02-26 23:51:51.966102+00,2026-03-12 18:01:51.571253+00,,,,,,,35,,,,,,,,,,,Mathioyo Stadium,PDF,moderate,false,,0.35
217,BUNGOMA,217,SIRISIA,SIRISIA,IEBC Office,DCC Office,,,,,,Building,,"[""IEBC Office opposite DCC Office, SIRISIA, BUNGOMA, Kenya"", ""DCC Office, SIRISIA, BUNGOMA, Kenya"", ""IEBC SIRISIA office, BUNGOMA, Kenya"", ""IEBC Office, SIRISIA, BUNGOMA, Kenya"", ""SIRISIA IEBC office, BUNGOMA County, Kenya"", ""SIRISIA Town, BUNGOMA, Kenya""]",,0.6587,34.4928,atomic_sync_v5,0.99,500,,,6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched SIRISIA to None (Score 71).,,,0101000020E610000002BC0512143F4140A301BC051214E53F,2026-02-26 23:47:53.20679+00,2026-03-12 19:40:56.115304+00,,,,,,,,,,,,,,,,,,Dcc Office,PDF,moderate,false,,
